Fund Holdings as of,"28/Apr/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","52,843,751.35","0.04","52,843,751.35","811,109.00","65.15","United States","New York Stock Exchange Inc.","USD"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","52,799,878.88","0.04","52,799,878.88","268,688.00","196.51","United States","New York Stock Exchange Inc.","USD"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","52,303,340.00","0.04","52,303,340.00","279,100.00","187.40","United States","New York Stock Exchange Inc.","USD"
"VRSN","VERISIGN INC","Information Technology","Equity","52,170,976.00","0.04","52,170,976.00","192,940.00","270.40","United States","NASDAQ","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","52,133,149.48","0.04","52,133,149.48","277,363.00","187.96","United States","NASDAQ","USD"
"ALB","ALBEMARLE CORP","Materials","Equity","51,587,951.10","0.04","51,587,951.10","276,019.00","186.90","United States","New York Stock Exchange Inc.","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","51,238,723.44","0.04","51,238,723.44","508,472.00","100.77","United States","NASDAQ","USD"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","51,179,250.40","0.04","51,179,250.40","329,360.00","155.39","United States","New York Stock Exchange Inc.","USD"
"CPAY","CORPAY INC","Financials","Equity","50,972,852.00","0.04","50,972,852.00","163,600.00","311.57","United States","New York Stock Exchange Inc.","USD"
"STE","STERIS","Health Care","Equity","50,710,389.00","0.04","50,710,389.00","230,764.00","219.75","United States","New York Stock Exchange Inc.","USD"
"NTAP","NETAPP INC","Information Technology","Equity","50,631,294.88","0.04","50,631,294.88","467,596.00","108.28","United States","NASDAQ","USD"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","50,412,906.69","0.04","50,412,906.69","194,217.00","259.57","United States","New York Stock Exchange Inc.","USD"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","50,164,909.50","0.04","50,164,909.50","257,190.00","195.05","United States","New York Stock Exchange Inc.","USD"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","49,480,806.96","0.03","49,480,806.96","1,219,941.00","40.56","United States","New York Stock Exchange Inc.","USD"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","49,417,002.93","0.03","49,417,002.93","169,161.00","292.13","United States","New York Stock Exchange Inc.","USD"
"VLTO","VERALTO CORP","Industrials","Equity","49,319,724.00","0.03","49,319,724.00","576,165.00","85.60","United States","New York Stock Exchange Inc.","USD"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","48,868,832.74","0.03","48,868,832.74","249,509.00","195.86","United States","NASDAQ","USD"
"EFX","EQUIFAX INC","Industrials","Equity","48,345,637.34","0.03","48,345,637.34","281,554.00","171.71","United States","New York Stock Exchange Inc.","USD"
"KEY","KEYCORP","Financials","Equity","47,822,819.04","0.03","47,822,819.04","2,177,724.00","21.96","United States","New York Stock Exchange Inc.","USD"
"WRB","WR BERKLEY CORP","Financials","Equity","46,998,229.44","0.03","46,998,229.44","700,212.00","67.12","United States","New York Stock Exchange Inc.","USD"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","46,573,408.96","0.03","46,573,408.96","504,478.00","92.32","United States","New York Stock Exchange Inc.","USD"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","46,283,553.48","0.03","46,283,553.48","462,558.00","100.06","United States","NASDAQ","USD"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","46,132,890.45","0.03","46,132,890.45","207,255.00","222.59","United States","New York Stock Exchange Inc.","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","46,111,812.26","0.03","46,111,812.26","312,877.00","147.38","United States","New York Stock Exchange Inc.","USD"
"SNA","SNAP ON INC","Industrials","Equity","45,734,739.26","0.03","45,734,739.26","121,142.00","377.53","United States","New York Stock Exchange Inc.","USD"
"FTV","FORTIVE CORP","Industrials","Equity","45,132,003.42","0.03","45,132,003.42","730,646.00","61.77","United States","New York Stock Exchange Inc.","USD"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","44,741,365.20","0.03","44,741,365.20","1,991,160.00","22.47","United States","NASDAQ","USD"
"L","LOEWS CORP","Financials","Equity","44,660,894.65","0.03","44,660,894.65","397,445.00","112.37","United States","New York Stock Exchange Inc.","USD"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","44,631,163.62","0.03","44,631,163.62","364,902.00","122.31","United States","New York Stock Exchange Inc.","USD"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","44,284,698.00","0.03","44,284,698.00","574,380.00","77.10","United States","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","44,256,556.49","0.03","44,256,556.49","1,243,511.00","35.59","United States","NASDAQ","USD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","44,133,560.12","0.03","44,133,560.12","175,628.00","251.29","United States","NASDAQ","USD"
"EVRG","EVERGY INC","Utilities","Equity","44,069,191.68","0.03","44,069,191.68","537,954.00","81.92","United States","NASDAQ","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","43,670,789.20","0.03","43,670,789.20","298,808.00","146.15","United States","New York Stock Exchange Inc.","USD"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","43,666,876.26","0.03","43,666,876.26","1,148,826.00","38.01","United States","New York Stock Exchange Inc.","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","43,521,484.79","0.03","43,521,484.79","274,013.00","158.83","United States","New York Stock Exchange Inc.","USD"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","43,411,437.50","0.03","43,411,437.50","1,249,250.00","34.75","United States","New York Stock Exchange Inc.","USD"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","43,372,333.29","0.03","43,372,333.29","956,813.00","45.33","United States","New York Stock Exchange Inc.","USD"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","43,297,531.02","0.03","43,297,531.02","597,537.00","72.46","United States","NASDAQ","USD"
"BRO","BROWN & BROWN INC","Financials","Equity","43,225,644.00","0.03","43,225,644.00","684,600.00","63.14","United States","New York Stock Exchange Inc.","USD"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","43,168,773.44","0.03","43,168,773.44","603,928.00","71.48","United States","New York Stock Exchange Inc.","USD"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","42,531,471.54","0.03","42,531,471.54","663,414.00","64.11","United States","New York Stock Exchange Inc.","USD"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","42,467,774.28","0.03","42,467,774.28","432,374.00","98.22","United States","NASDAQ","USD"
"HPQ","HP INC","Information Technology","Equity","42,350,563.38","0.03","42,350,563.38","2,146,506.00","19.73","United States","New York Stock Exchange Inc.","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","42,119,827.05","0.03","42,119,827.05","595,165.00","70.77","United States","New York Stock Exchange Inc.","USD"
"IP","INTERNATIONAL PAPER","Materials","Equity","41,992,859.16","0.03","41,992,859.16","1,234,358.00","34.02","United States","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","41,973,077.18","0.03","41,973,077.18","1,691,099.00","24.82","United States","New York Stock Exchange Inc.","USD"
"NVR","NVR INC","Consumer Discretionary","Equity","41,875,340.00","0.03","41,875,340.00","6,500.00","6,442.36","United States","New York Stock Exchange Inc.","USD"
"AMCR","AMCOR PLC","Materials","Equity","41,244,274.72","0.03","41,244,274.72","1,070,168.00","38.54","United States","New York Stock Exchange Inc.","USD"
"CDW","CDW CORP","Information Technology","Equity","40,701,699.04","0.03","40,701,699.04","306,212.00","132.92","United States","NASDAQ","USD"
"VTRS","VIATRIS INC","Health Care","Equity","40,369,027.92","0.03","40,369,027.92","2,723,956.00","14.82","United States","NASDAQ","USD"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","40,205,841.32","0.03","40,205,841.32","150,089.00","267.88","United States","New York Stock Exchange Inc.","USD"
"FFIV","F5 INC","Information Technology","Equity","40,058,964.56","0.03","40,058,964.56","131,864.00","303.79","United States","NASDAQ","USD"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","39,986,369.28","0.03","39,986,369.28","316,448.00","126.36","United States","New York Stock Exchange Inc.","USD"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","38,946,079.10","0.03","38,946,079.10","314,843.00","123.70","United States","NASDAQ","USD"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","38,602,300.32","0.03","38,602,300.32","711,432.00","54.26","United States","New York Stock Exchange Inc.","USD"
"PTC","PTC INC","Information Technology","Equity","38,597,287.66","0.03","38,597,287.66","281,506.00","137.11","United States","NASDAQ","USD"
"BALL","BALL CORP","Materials","Equity","38,424,219.28","0.03","38,424,219.28","625,496.00","61.43","United States","New York Stock Exchange Inc.","USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","38,379,373.20","0.03","38,379,373.20","463,519.00","82.80","United States","New York Stock Exchange Inc.","USD"
"MRNA","MODERNA INC","Health Care","Equity","38,326,894.16","0.03","38,326,894.16","813,044.00","47.14","United States","NASDAQ","USD"
"ROL","ROLLINS INC","Industrials","Equity","38,232,734.88","0.03","38,232,734.88","685,912.00","55.74","United States","New York Stock Exchange Inc.","USD"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","37,738,612.80","0.03","37,738,612.80","1,585,656.00","23.80","United States","New York Stock Exchange Inc.","USD"
"INCY","INCYTE CORP","Health Care","Equity","37,686,882.42","0.03","37,686,882.42","385,583.00","97.74","United States","NASDAQ","USD"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","37,590,625.11","0.03","37,590,625.11","553,699.00","67.89","United States","New York Stock Exchange Inc.","USD"
"INVH","INVITATION HOMES INC","Real Estate","Equity","37,420,515.72","0.03","37,420,515.72","1,329,798.00","28.14","United States","New York Stock Exchange Inc.","USD"
"TRMB","TRIMBLE INC","Information Technology","Equity","37,300,673.76","0.03","37,300,673.76","559,734.00","66.64","United States","NASDAQ","USD"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","36,793,846.56","0.03","36,793,846.56","74,253.00","495.52","United States","New York Stock Exchange Inc.","USD"
"IEX","IDEX CORP","Industrials","Equity","36,214,619.92","0.03","36,214,619.92","176,347.00","205.36","United States","New York Stock Exchange Inc.","USD"
"TXT","TEXTRON INC","Industrials","Equity","35,893,075.92","0.03","35,893,075.92","407,228.00","88.14","United States","New York Stock Exchange Inc.","USD"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","35,820,055.57","0.03","35,820,055.57","251,563.00","142.39","United States","NASDAQ","USD"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","35,739,349.44","0.02","35,739,349.44","993,864.00","35.96","United States","NASDAQ","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","35,745,893.46","0.02","35,745,893.46","274,167.00","130.38","United States","New York Stock Exchange Inc.","USD"
"MAS","MASCO CORP","Industrials","Equity","35,391,043.80","0.02","35,391,043.80","476,070.00","74.34","United States","New York Stock Exchange Inc.","USD"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","35,245,920.10","0.02","35,245,920.10","331,945.00","106.18","United States","New York Stock Exchange Inc.","USD"
"NDSN","NORDSON CORP","Industrials","Equity","35,176,409.28","0.02","35,176,409.28","124,832.00","281.79","United States","NASDAQ","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","34,856,737.16","0.02","34,856,737.16","201,356.00","173.11","United States","NASDAQ","USD"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","34,726,295.38","0.02","34,726,295.38","274,603.00","126.46","United States","New York Stock Exchange Inc.","USD"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","34,480,767.42","0.02","34,480,767.42","101,277.00","340.46","United States","New York Stock Exchange Inc.","USD"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","34,287,343.16","0.02","34,287,343.16","325,276.00","105.41","United States","New York Stock Exchange Inc.","USD"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","33,110,384.37","0.02","33,110,384.37","90,251.00","366.87","United States","New York Stock Exchange Inc.","USD"
"EG","EVEREST GROUP LTD","Financials","Equity","33,040,369.86","0.02","33,040,369.86","95,198.00","347.07","United States","New York Stock Exchange Inc.","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","32,965,101.00","0.02","32,965,101.00","91,215.00","361.40","United States","New York Stock Exchange Inc.","USD"
"APA","APA CORP","Energy","Equity","32,017,853.25","0.02","32,017,853.25","828,405.00","38.65","United States","NASDAQ","USD"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","31,920,868.00","0.02","31,920,868.00","1,171,408.00","27.25","United States","NASDAQ","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","31,898,050.08","0.02","31,898,050.08","334,256.00","95.43","United States","NASDAQ","USD"
"PNR","PENTAIR","Industrials","Equity","31,654,094.34","0.02","31,654,094.34","382,019.00","82.86","United States","New York Stock Exchange Inc.","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","31,285,344.18","0.02","31,285,344.18","1,494,047.00","20.94","United States","NASDAQ","USD"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","30,847,552.86","0.02","30,847,552.86","384,106.00","80.31","United States","NASDAQ","USD"
"AVY","AVERY DENNISON CORP","Materials","Equity","30,328,817.34","0.02","30,328,817.34","182,166.00","166.49","United States","New York Stock Exchange Inc.","USD"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","30,107,805.62","0.02","30,107,805.62","588,733.00","51.14","United States","New York Stock Exchange Inc.","USD"
"PODD","INSULET CORP","Health Care","Equity","30,038,957.68","0.02","30,038,957.68","164,264.00","182.87","United States","NASDAQ","USD"
"HAS","HASBRO INC","Consumer Discretionary","Equity","29,840,868.06","0.02","29,840,868.06","312,339.00","95.54","United States","NASDAQ","USD"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","29,689,640.16","0.02","29,689,640.16","136,743.00","217.12","United States","New York Stock Exchange Inc.","USD"
"FOXA","FOX CORP CLASS A","Communication","Equity","29,635,979.25","0.02","29,635,979.25","469,295.00","63.15","United States","NASDAQ","USD"
"APTV","APTIV PLC","Consumer Discretionary","Equity","29,385,477.76","0.02","29,385,477.76","497,048.00","59.12","United States","New York Stock Exchange Inc.","USD"
"COO","COOPER INC","Health Care","Equity","29,246,820.57","0.02","29,246,820.57","463,573.00","63.09","United States","NASDAQ","USD"
"PNW","PINNACLE WEST CORP","Utilities","Equity","28,935,678.24","0.02","28,935,678.24","280,602.00","103.12","United States","New York Stock Exchange Inc.","USD"
"GL","GLOBE LIFE INC","Financials","Equity","28,896,461.58","0.02","28,896,461.58","189,274.00","152.67","United States","New York Stock Exchange Inc.","USD"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","28,673,764.68","0.02","28,673,764.68","155,346.00","184.58","United States","New York Stock Exchange Inc.","USD"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","27,841,223.55","0.02","27,841,223.55","355,435.00","78.33","United States","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","27,686,881.28","0.02","27,686,881.28","156,176.00","177.28","United States","NASDAQ","USD"
"ALLE","ALLEGION PLC","Industrials","Equity","27,659,127.52","0.02","27,659,127.52","200,632.00","137.86","United States","New York Stock Exchange Inc.","USD"
"AIZ","ASSURANT INC","Financials","Equity","27,564,398.40","0.02","27,564,398.40","117,096.00","235.40","United States","New York Stock Exchange Inc.","USD"
"CLX","CLOROX","Consumer Staples","Equity","27,223,329.00","0.02","27,223,329.00","281,815.00","96.60","United States","New York Stock Exchange Inc.","USD"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","26,961,197.50","0.02","26,961,197.50","316,075.00","85.30","United States","New York Stock Exchange Inc.","USD"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","26,748,457.20","0.02","26,748,457.20","452,520.00","59.11","United States","New York Stock Exchange Inc.","USD"
"IVZ","INVESCO LTD","Financials","Equity","26,681,468.76","0.02","26,681,468.76","1,031,766.00","25.86","United States","New York Stock Exchange Inc.","USD"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","26,498,501.85","0.02","26,498,501.85","1,650,997.00","16.05","United States","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","25,784,388.80","0.02","25,784,388.80","168,746.00","152.80","United States","NASDAQ","USD"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","25,610,484.24","0.02","25,610,484.24","241,768.00","105.93","United States","New York Stock Exchange Inc.","USD"
"UDR","UDR REIT INC","Real Estate","Equity","25,392,226.29","0.02","25,392,226.29","701,249.00","36.21","United States","New York Stock Exchange Inc.","USD"
"GEN","GEN DIGITAL INC","Information Technology","Equity","25,308,206.00","0.02","25,308,206.00","1,314,712.00","19.25","United States","NASDAQ","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","25,220,931.12","0.02","25,220,931.12","115,038.00","219.24","United States","NASDAQ","USD"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","24,854,941.84","0.02","24,854,941.84","73,004.00","340.46","United States","NASDAQ","USD"
"IT","GARTNER INC","Information Technology","Equity","24,673,272.84","0.02","24,673,272.84","164,357.00","150.12","United States","New York Stock Exchange Inc.","USD"
"SJM","JM SMUCKER","Consumer Staples","Equity","24,329,538.70","0.02","24,329,538.70","248,134.00","98.05","United States","New York Stock Exchange Inc.","USD"
"AES","AES CORP","Utilities","Equity","24,107,259.68","0.02","24,107,259.68","1,664,866.00","14.48","United States","New York Stock Exchange Inc.","USD"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","23,921,905.55","0.02","23,921,905.55","1,029,785.00","23.23","United States","NASDAQ","USD"
"SOLV","SOLVENTUM CORP","Health Care","Equity","23,291,220.04","0.02","23,291,220.04","345,004.00","67.51","United States","New York Stock Exchange Inc.","USD"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","22,846,167.44","0.02","22,846,167.44","259,262.00","88.12","United States","New York Stock Exchange Inc.","USD"
"NWSA","NEWS CORP CLASS A","Communication","Equity","22,533,465.36","0.02","22,533,465.36","861,371.00","26.16","United States","NASDAQ","USD"
"RVTY","REVVITY INC","Health Care","Equity","22,519,036.60","0.02","22,519,036.60","264,370.00","85.18","United States","New York Stock Exchange Inc.","USD"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","21,561,171.06","0.02","21,561,171.06","1,201,849.00","17.94","United States","New York Stock Exchange Inc.","USD"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","21,501,791.92","0.02","21,501,791.92","352,604.00","60.98","United States","NASDAQ","USD"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","21,480,376.02","0.02","21,480,376.02","729,137.00","29.46","United States","New York Stock Exchange Inc.","USD"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","20,943,383.40","0.01","20,943,383.40","197,207.00","106.20","United States","NASDAQ","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","20,856,807.72","0.01","20,856,807.72","128,318.00","162.54","United States","New York Stock Exchange Inc.","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","20,325,931.08","0.01","20,325,931.08","88,543.00","229.56","United States","New York Stock Exchange Inc.","USD"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","20,265,378.07","0.01","20,265,378.07","180,313.00","112.39","United States","New York Stock Exchange Inc.","USD"
"BXP","BXP INC","Real Estate","Equity","19,941,002.04","0.01","19,941,002.04","337,069.00","59.16","United States","New York Stock Exchange Inc.","USD"
"TECH","BIO TECHNE CORP","Health Care","Equity","19,801,107.95","0.01","19,801,107.95","370,045.00","53.51","United States","NASDAQ","USD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","19,191,691.35","0.01","19,191,691.35","115,065.00","166.79","United States","New York Stock Exchange Inc.","USD"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","18,974,458.20","0.01","18,974,458.20","1,066,580.00","17.79","United States","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Communication","Equity","18,730,412.94","0.01","18,730,412.94","331,043.00","56.58","United States","NASDAQ","USD"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","17,827,443.48","0.01","17,827,443.48","448,602.00","39.74","United States","New York Stock Exchange Inc.","USD"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","17,666,843.04","0.01","17,666,843.04","232,092.00","76.12","United States","NASDAQ","USD"
"MOS","MOSAIC","Materials","Equity","17,237,312.52","0.01","17,237,312.52","743,308.00","23.19","United States","New York Stock Exchange Inc.","USD"
"AOS","A O SMITH CORP","Industrials","Equity","17,058,665.47","0.01","17,058,665.47","266,917.00","63.91","United States","New York Stock Exchange Inc.","USD"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","16,824,223.36","0.01","16,824,223.36","395,306.00","42.56","United States","New York Stock Exchange Inc.","USD"
"POOL","POOL CORP","Consumer Discretionary","Equity","16,613,115.64","0.01","16,613,115.64","76,813.00","216.28","United States","NASDAQ","USD"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","15,962,650.32","0.01","15,962,650.32","1,118,616.00","14.27","United States","New York Stock Exchange Inc.","USD"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","14,738,705.55","0.01","14,738,705.55","129,117.00","114.15","United States","New York Stock Exchange Inc.","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","14,633,956.17","0.01","14,633,956.17","362,137.00","40.41","United States","New York Stock Exchange Inc.","USD"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","14,542,540.68","0.01","14,542,540.68","682,428.00","21.31","United States","New York Stock Exchange Inc.","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash and/or Derivatives","Cash Collateral and Margins","13,697,000.00","0.01","13,697,000.00","13,697,000.00","100.00","United States","-","USD"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","13,468,735.50","0.01","13,468,735.50","58,575.00","229.94","United States","NASDAQ","USD"
"DVA","DAVITA INC","Health Care","Equity","11,724,819.03","0.01","11,724,819.03","78,129.00","150.07","United States","New York Stock Exchange Inc.","USD"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","10,920,767.25","0.01","10,920,767.25","393,825.00","27.73","United States","New York Stock Exchange Inc.","USD"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","9,530,868.10","0.01","9,530,868.10","464,015.00","20.54","United States","NASDAQ","USD"
"NWS","NEWS CORP CLASS B","Communication","Equity","8,714,920.72","0.01","8,714,920.72","289,148.00","30.14","United States","NASDAQ","USD"
"PSKY","PARAMOUNT SKYDANCE CORP CLASS B","Communication","Equity","7,655,919.48","0.01","7,655,919.48","727,749.00","10.52","United States","NASDAQ","USD"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","2,568,419.51","0.00","2,568,419.51","44,736,731.00","5.74","Mexico","-","MXN"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","2,422,068.35","0.00","2,422,068.35","1,794,590.00","134.97","United Kingdom","-","GBP"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","352,485.00","0.00","352,485.00","301,218.00","117.02","European Union","-","EUR"
"-","HOLOGIC INC","Health Care","Equity","5,188.92","0.00","5,188.92","518,892.00","0.01","United States","NO MARKET (E.G. UNLISTED)","USD"
"ESM6","S&P500 EMINI JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","201,505,100.00","562.00","7,171.00","-","Index And Options Market","USD"
 
