InstrumentId,InstrumentIdType,Provider,QuoteType,Field,EffectiveAt,Value,Unit
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-28,1.0833,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-03-31,1.48,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-03-31,1.0826,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-01,1.4814,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-01,1.0829,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-02,1.4766,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-02,1.0853,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-03,1.4858,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-03,1.0861,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-04,1.489,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-04,1.0856,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-07,1.4809,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-07,1.0873,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-08,1.4825,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-08,1.0922,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-09,1.4795,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-09,1.0954,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-10,1.4803,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-10,1.0971,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-11,1.4785,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-11,1.0949,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-14,1.4849,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-14,1.1033,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-15,1.4789,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-15,1.1009,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-16,1.4806,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-16,1.1003,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-17,1.489,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-17,1.099,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-18,1.4856,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-18,1.1028,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-21,1.4868,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-21,1.1039,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-22,1.488,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-22,1.101,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-23,1.4852,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-23,1.1018,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-24,1.4884,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-24,1.1032,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-25,1.4891,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-25,1.1027,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-28,1.4852,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-28,1.1002,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-29,1.4933,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-29,1.0988,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-04-30,1.4971,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-04-30,1.0981,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-01,1.4966,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-01,1.0984,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-02,1.494,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-02,1.0975,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-05,1.4908,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-05,1.0993,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-06,1.4966,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-06,1.0974,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-07,1.4962,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-07,1.0938,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-08,1.4986,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-08,1.0924,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-09,1.4981,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-09,1.0956,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-12,1.5012,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-12,1.0946,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-13,1.501,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-13,1.0999,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-14,1.5047,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-14,1.1012,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-15,1.5042,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-15,1.0989,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-16,1.5082,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-16,1.0973,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-19,1.5115,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-19,1.0981,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-20,1.5113,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-20,1.0957,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-21,1.5077,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-21,1.1011,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-22,1.5037,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-22,1.0991,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-23,1.5007,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-23,1.1008,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-26,1.4966,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-26,1.1042,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-27,1.5008,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-27,1.1042,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-28,1.5009,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-28,1.1022,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-29,1.5083,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-29,1.1018,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-05-30,1.5189,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-05-30,1.1028,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-02,1.5193,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-02,1.105,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-03,1.5125,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-03,1.1053,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-04,1.5111,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-04,1.1024,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-05,1.5111,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-05,1.1027,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-06,1.5047,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-06,1.1014,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-09,1.5039,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-09,1.0968,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-10,1.5055,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-10,1.0955,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-11,1.5037,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-11,1.0926,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-12,1.5005,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-12,1.0941,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-13,1.4974,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-13,1.0986,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-16,1.5057,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-16,1.1029,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-17,1.5053,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-17,1.1019,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-18,1.5019,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-18,1.1011,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-19,1.5005,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-19,1.1028,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-20,1.5051,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-20,1.1054,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-23,1.5023,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-23,1.1047,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-24,1.5048,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-24,1.1046,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-25,1.5084,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-25,1.1097,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-26,1.5121,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-26,1.1097,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-27,1.5188,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-27,1.1088,USD/EUR
GBP/USD,CurrencyPair,Client,Price,mid,2025-06-30,1.5166,USD/GBP
EUR/USD,CurrencyPair,Client,Price,mid,2025-06-30,1.1093,USD/EUR
